entity_cd,county,district,nrc_index,school,year,subgroup,grad_rate
121901040002,Delaware,Walton Csd,4,Walton High School,2022,White,91.7
121901040002,Delaware,Walton Csd,4,Walton High School,2022,Economically Disadvantaged,92.3
130200010005,Dutchess,Beacon City Sd,5,Beacon High School,2022,Hispanic or Latino,87.5
130200010005,Dutchess,Beacon City Sd,5,Beacon High School,2022,White,93.8
130200010005,Dutchess,Beacon City Sd,5,Beacon High School,2022,Economically Disadvantaged,86.9
130200010005,Dutchess,Beacon City Sd,5,Beacon High School,2022,Students with Disabilities,77.9
130200010005,Dutchess,Beacon City Sd,5,Beacon High School,2022,Black or African American,92.8
130502020003,Dutchess,Dover Ufsd,5,Dover High School,2022,White,87.9
130502020003,Dutchess,Dover Ufsd,5,Dover High School,2022,Hispanic or Latino,80.6
130502020003,Dutchess,Dover Ufsd,5,Dover High School,2022,Economically Disadvantaged,78.4
130502020003,Dutchess,Dover Ufsd,5,Dover High School,2022,Students with Disabilities,55.3
130801060007,Dutchess,Hyde Park Csd,5,Franklin D Roosevelt Senior Hs,2022,White,87.9
130801060007,Dutchess,Hyde Park Csd,5,Franklin D Roosevelt Senior Hs,2022,Hispanic or Latino,84.0
130801060007,Dutchess,Hyde Park Csd,5,Franklin D Roosevelt Senior Hs,2022,Economically Disadvantaged,78.9
130801060007,Dutchess,Hyde Park Csd,5,Franklin D Roosevelt Senior Hs,2022,Students with Disabilities,67.8
130801060007,Dutchess,Hyde Park Csd,5,Franklin D Roosevelt Senior Hs,2022,Black or African American,88.7
131101040004,Dutchess,Northeast Csd,5,Webutuck High School,2022,White,91.8
131101040004,Dutchess,Northeast Csd,5,Webutuck High School,2022,Economically Disadvantaged,86.1
131201040002,Dutchess,Pawling Csd,6,Pawling High School,2022,Hispanic or Latino,81.3
131201040002,Dutchess,Pawling Csd,6,Pawling High School,2022,White,98.1
131201040002,Dutchess,Pawling Csd,6,Pawling High School,2022,Economically Disadvantaged,88.0
131301040002,Dutchess,Pine Plains Csd,5,Stissing Mountain Jr/Sr Hs,2022,White,91.8
131301040002,Dutchess,Pine Plains Csd,5,Stissing Mountain Jr/Sr Hs,2022,Economically Disadvantaged,86.7
131500010010,Dutchess,Poughkeepsie City Sd,3,Poughkeepsie High School,2022,Hispanic or Latino,65.5
131500010010,Dutchess,Poughkeepsie City Sd,3,Poughkeepsie High School,2022,White,58.1
131500010010,Dutchess,Poughkeepsie City Sd,3,Poughkeepsie High School,2022,Economically Disadvantaged,63.6
131500010010,Dutchess,Poughkeepsie City Sd,3,Poughkeepsie High School,2022,English Language Learner,50.0
131500010010,Dutchess,Poughkeepsie City Sd,3,Poughkeepsie High School,2022,Black or African American,63.5
131500010010,Dutchess,Poughkeepsie City Sd,3,Poughkeepsie High School,2022,Students with Disabilities,50.5
131601060008,Dutchess,Arlington Csd,5,Arlington High School,2022,White,95.6
131601060008,Dutchess,Arlington Csd,5,Arlington High School,2022,Hispanic or Latino,92.9
131601060008,Dutchess,Arlington Csd,5,Arlington High School,2022,Multiracial,81.3
131601060008,Dutchess,Arlington Csd,5,Arlington High School,2022,Economically Disadvantaged,85.4
131601060008,Dutchess,Arlington Csd,5,Arlington High School,2022,Black or African American,90.6
131601060008,Dutchess,Arlington Csd,5,Arlington High School,2022,Students with Disabilities,85.4
131601060008,Dutchess,Arlington Csd,5,Arlington High School,2022,Asian or Native Hawaiian/Other Pacific Islander,97.3
131602020005,Dutchess,Spackenkill Ufsd,5,Spackenkill High School,2022,Economically Disadvantaged,91.9
131602020005,Dutchess,Spackenkill Ufsd,5,Spackenkill High School,2022,White,96.7
131602020005,Dutchess,Spackenkill Ufsd,5,Spackenkill High School,2022,Black or African American,100.0
131602020005,Dutchess,Spackenkill Ufsd,5,Spackenkill High School,2022,Students with Disabilities,92.0
131602020005,Dutchess,Spackenkill Ufsd,5,Spackenkill High School,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
131701060002,Dutchess,Red Hook Csd,5,Red Hook Senior High School,2022,Hispanic or Latino,87.8
131701060002,Dutchess,Red Hook Csd,5,Red Hook Senior High School,2022,White,95.3
131701060002,Dutchess,Red Hook Csd,5,Red Hook Senior High School,2022,Economically Disadvantaged,89.1
131701060002,Dutchess,Red Hook Csd,5,Red Hook Senior High School,2022,Students with Disabilities,95.7
131801040001,Dutchess,Rhinebeck Csd,6,Rhinebeck Senior High School,2022,Economically Disadvantaged,86.5
131801040001,Dutchess,Rhinebeck Csd,6,Rhinebeck Senior High School,2022,White,94.7
132101060011,Dutchess,Wappingers Csd,5,Roy C Ketcham Senior Hs,2022,White,94.7
132101060011,Dutchess,Wappingers Csd,5,Roy C Ketcham Senior Hs,2022,Hispanic or Latino,90.8
132101060011,Dutchess,Wappingers Csd,5,Roy C Ketcham Senior Hs,2022,Economically Disadvantaged,90.1
132101060011,Dutchess,Wappingers Csd,5,Roy C Ketcham Senior Hs,2022,Black or African American,95.2
132101060011,Dutchess,Wappingers Csd,5,Roy C Ketcham Senior Hs,2022,Students with Disabilities,83.9
132101060011,Dutchess,Wappingers Csd,5,Roy C Ketcham Senior Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,98.4
132101060015,Dutchess,Wappingers Csd,5,John Jay Senior High School,2022,Hispanic or Latino,86.5
132101060015,Dutchess,Wappingers Csd,5,John Jay Senior High School,2022,White,96.5
132101060015,Dutchess,Wappingers Csd,5,John Jay Senior High School,2022,Economically Disadvantaged,87.9
132101060015,Dutchess,Wappingers Csd,5,John Jay Senior High School,2022,Black or African American,93.3
132101060015,Dutchess,Wappingers Csd,5,John Jay Senior High School,2022,Students with Disabilities,89.4
132101060015,Dutchess,Wappingers Csd,5,John Jay Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,98.4
132201040005,Dutchess,Millbrook Csd,6,Millbrook High School,2022,White,97.1
132201040005,Dutchess,Millbrook Csd,6,Millbrook High School,2022,Economically Disadvantaged,97.4
140101060006,Erie,Alden Csd,5,Alden Senior High School,2022,White,95.6
140101060006,Erie,Alden Csd,5,Alden Senior High School,2022,Economically Disadvantaged,91.6
140101060006,Erie,Alden Csd,5,Alden Senior High School,2022,Students with Disabilities,83.3
140201060002,Erie,Amherst Csd,5,Amherst Central High School,2022,Economically Disadvantaged,94.0
140201060002,Erie,Amherst Csd,5,Amherst Central High School,2022,Hispanic or Latino,100.0
140201060002,Erie,Amherst Csd,5,Amherst Central High School,2022,White,97.3
140201060002,Erie,Amherst Csd,5,Amherst Central High School,2022,Black or African American,97.2
140201060002,Erie,Amherst Csd,5,Amherst Central High School,2022,Students with Disabilities,88.4
140201060002,Erie,Amherst Csd,5,Amherst Central High School,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
140203060004,Erie,Williamsville Csd,5,Williamsville South High School,2022,White,95.0
140203060004,Erie,Williamsville Csd,5,Williamsville South High School,2022,Hispanic or Latino,100.0
140203060004,Erie,Williamsville Csd,5,Williamsville South High School,2022,Economically Disadvantaged,89.2
140203060004,Erie,Williamsville Csd,5,Williamsville South High School,2022,Students with Disabilities,86.2
140203060004,Erie,Williamsville Csd,5,Williamsville South High School,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
140203060010,Erie,Williamsville Csd,5,Williamsville North High School,2022,Hispanic or Latino,85.7
140203060010,Erie,Williamsville Csd,5,Williamsville North High School,2022,White,95.6
140203060010,Erie,Williamsville Csd,5,Williamsville North High School,2022,Economically Disadvantaged,79.9
140203060010,Erie,Williamsville Csd,5,Williamsville North High School,2022,Students with Disabilities,73.1
140203060010,Erie,Williamsville Csd,5,Williamsville North High School,2022,Black or African American,88.1
140203060010,Erie,Williamsville Csd,5,Williamsville North High School,2022,Asian or Native Hawaiian/Other Pacific Islander,91.9
140203060013,Erie,Williamsville Csd,5,Williamsville East High School,2022,White,98.2
140203060013,Erie,Williamsville Csd,5,Williamsville East High School,2022,Economically Disadvantaged,94.0
140203060013,Erie,Williamsville Csd,5,Williamsville East High School,2022,Students with Disabilities,85.3
140203060013,Erie,Williamsville Csd,5,Williamsville East High School,2022,Asian or Native Hawaiian/Other Pacific Islander,99.1
140207060006,Erie,Sweet Home Csd,5,Sweet Home Senior High School,2022,White,96.5
140207060006,Erie,Sweet Home Csd,5,Sweet Home Senior High School,2022,Hispanic or Latino,100.0
140207060006,Erie,Sweet Home Csd,5,Sweet Home Senior High School,2022,Economically Disadvantaged,93.8
140207060006,Erie,Sweet Home Csd,5,Sweet Home Senior High School,2022,English Language Learner,73.3
140207060006,Erie,Sweet Home Csd,5,Sweet Home Senior High School,2022,Black or African American,95.2
140207060006,Erie,Sweet Home Csd,5,Sweet Home Senior High School,2022,Students with Disabilities,83.0
140207060006,Erie,Sweet Home Csd,5,Sweet Home Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,93.3
140301030005,Erie,East Aurora Ufsd,6,East Aurora High School,2022,White,98.1
140301030005,Erie,East Aurora Ufsd,6,East Aurora High School,2022,Economically Disadvantaged,88.9
140301030005,Erie,East Aurora Ufsd,6,East Aurora High School,2022,Students with Disabilities,94.1
140600010056,Erie,Buffalo City Sd,2,Frederick Olmsted #156,2022,White,99.1
140600010056,Erie,Buffalo City Sd,2,Frederick Olmsted #156,2022,Economically Disadvantaged,96.6
140600010056,Erie,Buffalo City Sd,2,Frederick Olmsted #156,2022,Black or African American,98.4
140600010056,Erie,Buffalo City Sd,2,Frederick Olmsted #156,2022,Students with Disabilities,86.7
140600010056,Erie,Buffalo City Sd,2,Frederick Olmsted #156,2022,Asian or Native Hawaiian/Other Pacific Islander,94.0
140600010097,Erie,Buffalo City Sd,2,Buffalo Academy-Vis & Perf Arts,2022,White,95.8
140600010097,Erie,Buffalo City Sd,2,Buffalo Academy-Vis & Perf Arts,2022,Hispanic or Latino,89.4
140600010097,Erie,Buffalo City Sd,2,Buffalo Academy-Vis & Perf Arts,2022,Economically Disadvantaged,91.4
140600010097,Erie,Buffalo City Sd,2,Buffalo Academy-Vis & Perf Arts,2022,Students with Disabilities,90.9
140600010097,Erie,Buffalo City Sd,2,Buffalo Academy-Vis & Perf Arts,2022,Black or African American,93.1
140600010098,Erie,Buffalo City Sd,2,Mckinley Voc High School,2022,White,80.2
140600010098,Erie,Buffalo City Sd,2,Mckinley Voc High School,2022,Hispanic or Latino,84.8
140600010098,Erie,Buffalo City Sd,2,Mckinley Voc High School,2022,Economically Disadvantaged,84.5
140600010098,Erie,Buffalo City Sd,2,Mckinley Voc High School,2022,English Language Learner,71.3
140600010098,Erie,Buffalo City Sd,2,Mckinley Voc High School,2022,Black or African American,85.8
140600010098,Erie,Buffalo City Sd,2,Mckinley Voc High School,2022,Students with Disabilities,83.1
140600010098,Erie,Buffalo City Sd,2,Mckinley Voc High School,2022,Asian or Native Hawaiian/Other Pacific Islander,89.9
140600010101,Erie,Buffalo City Sd,2,Burgard High School,2022,Hispanic or Latino,62.0
140600010101,Erie,Buffalo City Sd,2,Burgard High School,2022,Economically Disadvantaged,66.2
140600010101,Erie,Buffalo City Sd,2,Burgard High School,2022,English Language Learner,68.4
140600010101,Erie,Buffalo City Sd,2,Burgard High School,2022,Students with Disabilities,54.8
140600010101,Erie,Buffalo City Sd,2,Burgard High School,2022,Black or African American,64.2
140600010102,Erie,Buffalo City Sd,2,City Honors School,2022,White,99.2
140600010102,Erie,Buffalo City Sd,2,City Honors School,2022,Economically Disadvantaged,99.1
140600010102,Erie,Buffalo City Sd,2,City Honors School,2022,Students with Disabilities,96.7
140600010102,Erie,Buffalo City Sd,2,City Honors School,2022,Black or African American,100.0
140600010102,Erie,Buffalo City Sd,2,City Honors School,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
140600010104,Erie,Buffalo City Sd,2,Emerson School Of Hospitality,2022,Hispanic or Latino,69.1
140600010104,Erie,Buffalo City Sd,2,Emerson School Of Hospitality,2022,Economically Disadvantaged,84.3
140600010104,Erie,Buffalo City Sd,2,Emerson School Of Hospitality,2022,Students with Disabilities,73.0
140600010104,Erie,Buffalo City Sd,2,Emerson School Of Hospitality,2022,Black or African American,91.2
140600010105,Erie,Buffalo City Sd,2,Hutchinson Central Tech High School,2022,White,89.6
140600010105,Erie,Buffalo City Sd,2,Hutchinson Central Tech High School,2022,Hispanic or Latino,89.7
140600010105,Erie,Buffalo City Sd,2,Hutchinson Central Tech High School,2022,Economically Disadvantaged,89.7
140600010105,Erie,Buffalo City Sd,2,Hutchinson Central Tech High School,2022,Students with Disabilities,68.9
140600010105,Erie,Buffalo City Sd,2,Hutchinson Central Tech High School,2022,Black or African American,91.0
140600010105,Erie,Buffalo City Sd,2,Hutchinson Central Tech High School,2022,Asian or Native Hawaiian/Other Pacific Islander,97.5
140600010110,Erie,Buffalo City Sd,2,South Park High School,2022,White,75.4
140600010110,Erie,Buffalo City Sd,2,South Park High School,2022,Hispanic or Latino,72.5
140600010110,Erie,Buffalo City Sd,2,South Park High School,2022,Economically Disadvantaged,77.5
140600010110,Erie,Buffalo City Sd,2,South Park High School,2022,English Language Learner,77.2
140600010110,Erie,Buffalo City Sd,2,South Park High School,2022,Students with Disabilities,72.1
140600010110,Erie,Buffalo City Sd,2,South Park High School,2022,Black or African American,77.5
140600010128,Erie,Buffalo City Sd,2,Leonardo Da Vinci High School,2022,White,93.4
140600010128,Erie,Buffalo City Sd,2,Leonardo Da Vinci High School,2022,Hispanic or Latino,97.8
140600010128,Erie,Buffalo City Sd,2,Leonardo Da Vinci High School,2022,Economically Disadvantaged,98.0
140600010128,Erie,Buffalo City Sd,2,Leonardo Da Vinci High School,2022,Black or African American,94.1
140600010128,Erie,Buffalo City Sd,2,Leonardo Da Vinci High School,2022,Students with Disabilities,90.3
140600010128,Erie,Buffalo City Sd,2,Leonardo Da Vinci High School,2022,Asian or Native Hawaiian/Other Pacific Islander,98.2
140600010132,Erie,Buffalo City Sd,2,Math Science Tech Prep School-197,2022,Hispanic or Latino,54.6
140600010132,Erie,Buffalo City Sd,2,Math Science Tech Prep School-197,2022,Economically Disadvantaged,72.1
140600010132,Erie,Buffalo City Sd,2,Math Science Tech Prep School-197,2022,Black or African American,72.7
140600010132,Erie,Buffalo City Sd,2,Math Science Tech Prep School-197,2022,Students with Disabilities,66.7
140600010132,Erie,Buffalo City Sd,2,Math Science Tech Prep School-197,2022,Asian or Native Hawaiian/Other Pacific Islander,93.3
140600010133,Erie,Buffalo City Sd,2,Academy School,2022,Economically Disadvantaged,23.9
140600010133,Erie,Buffalo City Sd,2,Academy School,2022,Black or African American,24.5
140600010135,Erie,Buffalo City Sd,2,Middle Early College High School,2022,Economically Disadvantaged,88.7
140600010135,Erie,Buffalo City Sd,2,Middle Early College High School,2022,Black or African American,91.0
140600010135,Erie,Buffalo City Sd,2,Middle Early College High School,2022,Students with Disabilities,65.7
140600010140,Erie,Buffalo City Sd,2,East Community School,2022,Economically Disadvantaged,65.9
140600010140,Erie,Buffalo City Sd,2,East Community School,2022,Hispanic or Latino,53.3
140600010140,Erie,Buffalo City Sd,2,East Community School,2022,Black or African American,68.6
140600010141,Erie,Buffalo City Sd,2,Lafayette International School,2022,Economically Disadvantaged,86.1
140600010141,Erie,Buffalo City Sd,2,Lafayette International School,2022,Hispanic or Latino,68.9
140600010141,Erie,Buffalo City Sd,2,Lafayette International School,2022,English Language Learner,82.5
140600010141,Erie,Buffalo City Sd,2,Lafayette International School,2022,Black or African American,91.4
140600010141,Erie,Buffalo City Sd,2,Lafayette International School,2022,Asian or Native Hawaiian/Other Pacific Islander,88.1
140600010308,Erie,Buffalo City Sd,2,Inter Prep School (The),2022,English Language Learner,70.5
140600010308,Erie,Buffalo City Sd,2,Inter Prep School (The),2022,Hispanic or Latino,51.8
140600010308,Erie,Buffalo City Sd,2,Inter Prep School (The),2022,White,82.3
140600010308,Erie,Buffalo City Sd,2,Inter Prep School (The),2022,Economically Disadvantaged,76.3
140600010308,Erie,Buffalo City Sd,2,Inter Prep School (The),2022,Black or African American,79.2
140600010308,Erie,Buffalo City Sd,2,Inter Prep School (The),2022,Students with Disabilities,62.7
140600010308,Erie,Buffalo City Sd,2,Inter Prep School (The),2022,Asian or Native Hawaiian/Other Pacific Islander,77.0
140600010310,Erie,Buffalo City Sd,2,Riverside Academy High School,2022,Hispanic or Latino,70.0
140600010310,Erie,Buffalo City Sd,2,Riverside Academy High School,2022,Economically Disadvantaged,76.4
140600010310,Erie,Buffalo City Sd,2,Riverside Academy High School,2022,English Language Learner,70.6
140600010310,Erie,Buffalo City Sd,2,Riverside Academy High School,2022,Black or African American,79.5
140600010311,Erie,Buffalo City Sd,2,Lewis J Bennett Hs Of Innovative Tec,2022,Economically Disadvantaged,88.5
